,mean_energy,max_energy,std_energy,mean_distance,max_distance,std_distance,acceptance_rate,T,gamma,seq_length
0,0.10743155926458374,0.199040767386091,0.020265826707253565,0.8065177434792993,0.9356274731995412,0.044974376543837326,0.13018956802933276,0.005,0.0,56.0
1,0.04097644160740566,0.073496659242762,0.007721997700695697,0.6989747188396632,0.7920102659233196,0.044323230586402675,0.0625702479338843,0.002,0.0,56.0
2,0.01122098086315857,0.02974828375286,0.005550888426864286,0.5949143720573824,0.7465604383136547,0.12837592279296278,0.029438001784121322,0.001,0.0,56.0
3,0.005029907636423704,0.020224719101124,0.003544584768054404,0.5061128726545905,0.6464197778832773,0.16522164658731037,0.023107438016528925,0.0007,0.0,56.0
4,0.0009101941916662858,0.009049773755656,0.0015854613393819306,0.44080687373250155,0.6548805248630253,0.18512825152065418,0.00891918129601165,0.0005,0.0,56.0
5,0.0,0.0,0.0,0.009408165944082994,0.017108499199267903,0.008511522372027252,0.0010275119202927832,0.0001,0.0,56.0
